pk_reference_id,fk_ref_source_id,reference_authors,reference_year,chapter_article_title,volume,pages,data_source,verify
2238,19,"Guzman, G.",1983,The Genus Psilocybe,74,1-439,Martin,TRUE
2239,312,"Güssow, H.T.",1911,,1,177-179,Conners,TRUE
2240,568,"Güssow, H.T.",1912,,1,,Conners,TRUE
2241,888,"Güssow, H.T.",1913,,,,Conners,TRUE
2242,312,"Güssow, H.T.",1913,,3,18-19,Conners,TRUE
2243,312,"Güssow, H.T.",1921,,11,380-383,Conners,TRUE
2244,571,"Güssow, H.T., Conners, I.L.",1927,,81,,Conners,TRUE
2245,49,"Güssow, H.T., Foster, W.R.",1932,,7,253-254,Conners,TRUE
2246,889,"Güssow, H.T.",1917,,,,Conners,TRUE
2247,569,"Güssow, H.T.",1921,,,,Conners,TRUE
2248,570,"Güssow, H.T.",1935,,,,Conners,TRUE
2249,48,"Haas, J.H., Bolwyn, B.",1972,,52,525-533,Ginns,TRUE
2250,312,"Haasis, F.A.",1939,,29,890-895,Conners,TRUE
2251,53,"Haber, S.",1988,Barley Yellow Dwarf survey in western Canada,68,49,Martin,TRUE
2252,53,"Haber, S.",1990,"Flame chlorosis, a new virus-like disease of cereals in Manitoba: 1989 survey",70,50,Martin,TRUE
2253,312,"Haber, S., Gill, C.C.",1984,A geminivirus-like particle from oats,74,800,Martin,TRUE
2254,46,"Haber, S., Harder, D.E.",1992,"Green foxtail (Setaria viridis) and barnyard grass (Echinochloa crusgalli), new hosts of the virus-like agent causing flame chlorosis in cereals",14,278-280,Martin,TRUE
2255,53,"Haber, S., Platford, G.",1991,1990 survey of flame chlorosis in Manitoba,71,79-80,Martin,TRUE
2256,46,"Haber, S., Hamilton, R.I.",1986,A strain of brome mosaic virus identified as cause of mosaic disease of wheat in Manitoba,8,350,Martin,TRUE
2257,317,"Haber, S., Hamilton, R.I.",1989,"Brome Mosaic Virus Isolated in Manitoba, Canada",73,195-199,Martin,TRUE
2258,46,"Haber, S., Kim, W.",1989,Flame chlorosis: A new virus-like disease of barley in Manitoba,11,189-190,Martin,TRUE
2259,46,"Haber, S., Barr, D.J.S., Platford, R.G.",1991,Observations on the distribution of flame chlorosis in Manitoba and its association with certain zoosporic fungi and the intensive cultivation of cereals,13,241-246,Martin,TRUE
2260,53,"Haber, S., Platford, G., Duczek, L., Bailey, K.",1992,1991 survey of flame chlorosis in Manitoba and eastern Saskatchewan,72,54-55,Martin,TRUE
2261,267,"Haber, S., Kim, W., Gillespie, R., Tekauz, A.",1990,"Flame Chlorosis: a New, Soil-transmitted, Virus-like Disease of Barley in Manitoba, Canada",129,245,Martin,TRUE
2262,1,"Hadidi, A., Hansen, A.J., Parish, C.L.",1992,Apple Scar Skin and Dapple Apple Viroids are seed-borne,309,297-304,Martin,TRUE
2263,312,"Hadidi, A., Huang, C., Hammond, R.W., Hashimoto, J.",1990,Homology of the Agent Associated with Dapple Apple Disease to Apple Scar Skin Viroid and Molecular Detection of these Viroids,80,263-268,Martin,TRUE
2264,53,"Hadland, V.",1968,Some records of plant-parasitic nematodes encountered in Canada in 1967,48,43-46,Martin,TRUE
2265,50,"Hagborg, W.A.F.",1936,,14,347-359,Conners,TRUE
2266,50,"Hagborg, W.A.F.",1942,,20,312-326,Conners,TRUE
2267,41,"Hagborg, W.A.F.",1954,,32,24-37,Conners,TRUE
2268,41,"Hagborg, W.A.F., Chelack, W.S.",1960,,38,111-116,Conners,TRUE
2269,41,"Hagborg, W.A.F., Chelack, W.S.",1962,,40,957-964,Conners,TRUE
2270,53,"Hagborg, W.A.F.",1974,Notes on bacterial diseases of cereals and some other crop plants,54,129-151,Martin,TRUE
2271,53,"Hagborg, W.A.F.",1958,Bacterial Black Chaff of Wheat,38,16,Martin,TRUE
2272,53,"Hagborg, W.A.F.",1963,"Wheat Striate Mosaic, a sword of Damocles hanging over the western wheat grower - or not?",43,194-195,Martin,TRUE
2273,53,"Hagborg, W.A.F.",1968,Xanthomonas translucens on wheat in Manitoba in 1968,48,112,Martin,TRUE
2274,53,"Hagborg, W.A.F., Chiko, A.W., Fleischmann, G., Gill, C.C., Green, G.J., Martens, J.W., Nielson, J.J., Samborski, D.J.",1972,,52,113-118,Ginns,TRUE
2275,45,"Hagen, P.O., Rose, A.G.",1961,,7,287-294,Ginns,TRUE
2276,249,"Hagler, A.N., Mendonça-Hagler, L.C., Phaff, H.J.",1989,"Candida populi, a New Species of Yeast Occurring in Exudates of Populus and Betula Species",39,97-90,Martin,TRUE
2277,46,"Haglund, W.A., Pepin, H.S.",1987,Fusarium wilt of peas in British Columbia,9,59-62,Martin,TRUE
2278,572,"Hahn, G.G.",1935,,330,,Conners,TRUE
2279,312,"Hahn, G.G.",1936,,26,860-87S,Conners,TRUE
2280,281,"Hahn, G.G.",1940,,32,137-147,Conners,TRUE
2281,281,"Hahn, G.G.",1947,,39,479-490,Conners,TRUE
2282,53,"Hahn, N.J., Peterson, E.A., Shoemaker, R.A.",1966,,46,99,Ginns,TRUE
2283,275,"Haines, J.H.",1989,"Studies in the Hyaloscyphaceae IV: Fuscolachnum, a New Genus for Dasyscyphus pteridis",49,315-325,Martin,TRUE
2284,286,"Haines, J.H., Egger, K.N.",1982,A new species of Orbilia from Canada,16,107-113,Martin,TRUE
2285,312,"Hajlaoui, M.R., Benhamou, N., Belangér, R.R.",1992,"Cytochemical Study of the Antagonistic Activity of Sporothrix flocculosa on Rose Powdery Mildew, Sphaerotheca pannosa var. rosae",82,583-589,Martin,TRUE
2286,53,"Hall, R.",1970,,50,124-125,Ginns,TRUE
2287,41,"Hall, R.",1975,,53,452-455,Ginns,TRUE
2288,323,"Hall, R.",1976,,43,29,Ginns,TRUE
2289,323,"Hall, R.",1979,,46,57,Ginns,TRUE
2290,46,"Hall, R.",1983,Pythium root rot of white bean in Ontario,5,239-244,Martin,TRUE
2291,313,"Hall, R.",1991,Épidemiologie de la jambe noire du colza en Ontario,72,125,Martin,TRUE
2292,53,"Hall, R., Xue, G.",1989,"Winter barley disease survey in Ontario, 1988",69,31,Martin,TRUE
2293,313,"Hall, R., Sutton, J.C.",1988,Stem and crown diseases of winter wheat in Ontario in 1985 and 1986,69,130,Martin,TRUE
2294,41,"Hall, R., Phillips, L.G.",1992,Effects of crop sequence and rainfall on population dynamics of Fusarium solani f.sp. phaseoli in soil,70,2005-2008,Martin,TRUE
2295,313,"Hall, R., Guoxing, X.",1987,Chemical seed treatments to control seed decay and seedling blight of soybean caused by Diaporthe phaseolorum var. caulivora,68,135,Martin,TRUE
2296,286,"Hallenberg, N.",1984,Compatibility between species of Corticiaceae S.L. (Basidiomycetes) from Europe and North America,21,335-388,Martin,TRUE
2297,286,"Hallenberg, N.",1985,Compatibility between species of Corticiaceae S.L. (Basidiomycetes) from Europe and Canada. II.,24,437-443,Martin,TRUE
2298,286,"Hallenberg, N.",1986,"Cultural studies in Tubulicrinis and Xenasmatella (Corticiaceae, Basidiomycetes)",27,361-375,Martin,TRUE
2299,286,"Hallenberg, N.",1988,Species delimitation in Corticiaceae (Basidiomycetes),31,445-465,Martin,TRUE
2300,286,"Hallenberg, N.",1991,Pairing tests with species of Aphyllophorales (Basidiomycetes) from two phytogeographically isolated areas,42,355-386,Martin,TRUE
2301,281,"Hallenberg, N., Larsson, E.",1991,"Differences in cultural characters and electrophoretic patterns among sibling species in four different species complexes (Corticiaceae, Basidiomycetes)",83,131-141,Martin,TRUE
2302,41,"Halstead, B.E., Gill, C.C.",1971,Effect of inoculation of oats with paired combinations of barley yellow dwarf virus isolates,49,577-581,Martin,TRUE
2303,114,"Hamelin, R.C., Sutherland, J.R.",1991,Variation in the susceptibility of lodgepole pine provenances to Sirococcus shoot blight: results from artificial inoculations,21,189-192,Martin,TRUE
2304,359,"Hamet-Ahti, L.",1972,,5,83-85,Ginns,TRUE
2305,350,"Hamilton, D.G., Broadfoot, W.C.",1947,,27,446-447,Conners,TRUE
2306,48,"Hamilton, D.G., Clark, R.V., Hannah, A.E., Loiselle, R.",1960,,40,713-720,Ginns,TRUE
2307,83,"Hamilton, R.",1982,Pea Enation Mosaic,1,3,Martin,TRUE
2308,46,"Hamilton, R.I., Valentine, B.",1984,Infection of orchid pollen by odontoglossum ringspot and cymbidium mosaic viruses,6(3),185-190,Martin,TRUE
2309,312,"Hamilton, R.I., Nichols, C.",1978,Serological Methods for Detection of Pea Seed-Borne Mosaic Virus in Leaves and Seeds of Pisum sativum,68,539-543,Martin,TRUE
2310,46,"Hamilton, R.I., Wakarchuk, D.A.",1988,Properties of a potexvirus isolated from Lychnis alba,10,365,Martin,TRUE
2311,313,"Hamilton, R.I., Aganière, L",1971,"Latent viruses in Quebec ""virus-free"" potato seed stocks",52,91,Martin,TRUE
2312,46,"Hamilton, R.I., Nichols, C., Valentine, B.",1984,Survey for prunus necrotic ringspot and other viruses contaminating the exine of pollen collected by bees,6(3),196-199,Martin,TRUE
2313,323,"Hamilton, R.I., Ali-Khan, S.T., Zimmer, R.C.",1975,Detection of Pea Seed-borne Mosaic Virus in Canada,42,27,Martin,TRUE
2314,317,"Hamm, P.B., Hansen, E.M.",1985,Phytophthora cryptogea and P. drechsleri Associated with Root-Rotted Douglas-Fir Seedlings in British Columbia,69,361,Martin,TRUE
2315,38,"Hammond, G.H.",1961,,75,41-42,Ginns,TRUE
2316,53,"Hampson, M.C.",1977,,57,75-78,Ginns,TRUE
2317,46,"Hampson, M.C.",1981,Potato wart caused by Synchytrium endobioticum: past and future emphases in research,3,65-122,Martin,TRUE
2318,53,"Hampson, M.C.",1981,"Infection of additional hosts of Synchytrium endobioticum, the causal agent of potato wart disease: 3. Tomato as an assay tool in potato wart disease.",61,15-18,Martin,TRUE
2319,53,"Hampson, M.C.",1981,Phomopsis canker on weeping fig in Newfoundland,61,3-5,Martin,TRUE
2320,314,"Hampson, M.C.",1985,Pathogenesis of Synchytrium endobioticum  V. Wart Disease suppression in potato soils amended with urea and/or ammonium nitrate in relation to soil pH,87,241-250,Martin,TRUE
2321,46,"Hampson, M.C., Coombes, J.W.",1991,Use of crabshell meal to control potato wart in Newfoundland,13,97-105,Martin,TRUE
2322,46,"Hampson, M.C., Haard, N.F.",1980,,2,143-147,Ginns,TRUE
2323,46,"Hampson, M.C., Porter, G.M., Morris, P.J., Mcrae, K.B.",1983,Identification of field loci with potential for biological control of the potato wart disease,5,43-48,Martin,TRUE
2324,53,"Hampson, M.C., Proudfoot, K.G., Kelly, C.R.",1976,,56,73,Ginns,TRUE
2325,315,"Hampton, R.G., Mink, G.I., Hampton, R.I., Kraft, J.M., et al.",1976,"Occurrence of Pea Seedborne Mosaic Virus in North American Pea breeding lines, and procedures for its elimination",60,455-459,Martin,TRUE
2326,49,"Hanna, W.F.",1931,,4,134-147,Conners,TRUE
2327,312,"Hanna, W.F.",1932,,22,978-979,Conners,TRUE
2328,350,"Hanna, W.F.",1934,,14,257-258,Conners,TRUE
2329,329,"Hanna, W.F.",1934,,4,3195-3204,Conners,TRUE
2330,50,"Hanna, W.F.",1937,,15,141-153,Conners,TRUE
2331,281,"Hanna, W.F.",1938,,30,526-536,Conners,TRUE
2332,281,"Hanna, W.F.",1939,,31,250-257,Conners,TRUE
2333,350,"Hanna, W.F., Popp, W.",1930,,11,200-207,Conners,TRUE
2334,850,"Hanna, W.F., Popp, W.",1933,,2,243-248,Conners,TRUE
2335,350,"Hanna, W.F., Popp, W.",1935,,15,745-753,Conners,TRUE
2336,257,"Hanna, W.F., Vicker, H.B., Pucher, G.W.",1932,,97,351-358,Conners,TRUE
2337,312,"Hansen, A.J.",1967,A virus from golden elderberry,57,813,Martin,TRUE
2338,312,"Hansen, A.J.",1972,Host range and identity of cherry raspleaf virus in British Columbia,62,763,Martin,TRUE
2339,1,"Hansen, A.J.",1975,Differences between Twisted Leaf and Tomato Bushy Stunt Virus in sweet cherry,44,55-57,Martin,TRUE
2340,315,"Hansen, A.J.",1978,Natural occurrence of Cherry Mottle Leaf in apricot,62,630-632,Martin,TRUE
2341,323,"Hansen, A.J., Morris, J.",1968,A flexuous rod-shaped virus from sweet cherry,35,17,Martin,TRUE
2342,1,"Hansen, A.J., Green, L.",1982,Potential of ribavirin for tree fruit virus inhibition,130,183-184,Martin,TRUE
2343,317,"Hansen, A.J., Green, L.",1985,"Canindex 1, a Superior Indicator Cultivar for Little Cherry Disease",69,11-12,Martin,TRUE
2344,312,"Hansen, A.J., Stace-Smith, R.",1971,"Properties of a Virus Isolated from Golden Elderberry, Sambucus nigra aurea",61,1222-1229,Martin,TRUE
2345,317,"Hansen, A.J., Lane, W.D.",1985,Elimination of Apple Chlorotic Leafspot Virus from Apple Shoot Cultures by Ribavirin,69,134-135,Martin,TRUE
2346,312,"Hansen, A.J., Nyland, G., Mcelroy, F.D., Stace-Smith, R.",1974,"Origin, Cause, Host Range and Spread of Cherry Rasp Leaf Disease in North America",64,721-727,Martin,TRUE
2347,46,"Harder, D.E.",1986,Incidence and virulence of Puccinia graminis f.sp. avenae in Canada in 1985,8,447-450,Martin,TRUE
2348,53,"Harder, D.E.",1975,,55,63-65,Ginns,TRUE
2349,53,"Harder, D.E.",1976,,56,129-131,Ginns,TRUE
2350,53,"Harder, D.E.",1976,,56,19-22,Ginns,TRUE
2351,41,"Harder, D.E.",1978,,56,214-224,Ginns,TRUE
2352,53,"Harder, D.E.",1978,,58,39-43,Ginns,TRUE
2353,53,"Harder, D.E.",1979,,59,35-37,Ginns,TRUE
2354,46,"Harder, D.E.",1980,,2,249-252,Ginns,TRUE
2355,46,"Harder, D.E.",1982,Virulence and distribution of Puccinia coronata in Canada in 1981,4,299-302,Martin,TRUE
2356,46,"Harder, D.E.",1984,Incidence and virulence of Puccinia graminis f.sp. avenae in Canada in 1983,6(3),253-256,Martin,TRUE
2357,46,"Harder, D.E.",1985,Incidence and virulence of Puccinia graminis f.sp. avenae in Canada in 1984,7,421-423,Martin,TRUE
2358,46,"Harder, D.E.",1988,Incidence and virulence of Puccinia graminis f. sp. avenae in Canada in 1986 and 1987,10,339-343,Martin,TRUE
2359,53,"Harder, D.E.",1988,"Oat stem rust survey in the prairie provinces, 1987",68,43,Martin,TRUE
2360,46,"Harder, D.E.",1989,Incidence and virulence of Puccinia graminis f.sp. avenae in Canada in 1988,11,435-438,Martin,TRUE
2361,46,"Harder, D.E.",1990,Incidence and virulence of Puccinia graminis f.sp. avenae in Canada in 1989,12,436-438,Martin,TRUE
2362,46,"Harder, D.E., Chong, J.",1983,Virulence and distribution of Puccinia coronata in Canada in 1982,5,185-188,Martin,TRUE
2363,46,"Harder, D.E., Dunsmore, K.M.",1990,Incidence and virulence of Puccinia graminis f.sp. tritici on wheat and barley in Canada in 1989,12,424-427,Martin,TRUE
2364,46,"Harder, D.E., Dunsmore, K.M.",1991,Incidence and virulence of Puccinia graminis f.sp. tritici on wheat and barley in Canada in 1990,13,361-364,Martin,TRUE
2365,53,"Harder, D.E., Mckenzie, R.I.H.",1974,,54,16-18,Ginns,TRUE
2366,46,"Harder, D.E., Clark, R.V.",1981,Distribution and virulence of Puccinia coronata avenae in Canada in 1980,3,235-238,Martin,TRUE
2367,53,"Harder, D.E., Skoropad, W.P.",1968,,48,39-42,Ginns,TRUE
2368,53,"Harding, H.",1969,,49,126-127,Ginns,TRUE
2369,53,"Harding, H.",1970,,50,126-129,Ginns,TRUE
2370,53,"Harding, H.",1970,,50,142-144,Ginns,TRUE
2371,41,"Harding, H.",1971,,49,281-287,Ginns,TRUE
2372,41,"Harding, H.",1972,,50,1805-1810,Ginns,TRUE
2373,53,"Harding, H.",1972,,52,149-150,Ginns,TRUE
2374,41,"Harding, H.",1973,,51,2514-2516,Ginns,TRUE
2375,41,"Harding, H.",1973,,51,9-13,Ginns,TRUE
2376,312,"Harding, H.",1981,Characterization of spore-color mutants of Bipolaris sorokiniana,71,223,Martin,TRUE
2377,46,"Harding, H.",1984,Spore-color mutants of Bipolaris sorokiniana,6(4),273-279,Martin,TRUE
2378,53,"Harding, H., Morrall, R.A.A.",1973,,53,60,Ginns,TRUE
2379,46,"Harding, H., Tinline, R.D.",1983,The existence of differentially fertile strains in two populations of Cochliobolus sativus,5,17-20,Martin,TRUE
2380,41,"Harney, S., Widden, P.",1991,The ecology of Paecilomyces farinosus in two balsam fir forests infested with spruce budworm,69,512-515,Martin,TRUE
2381,323,"Harper, A.M., Atkinson, T.G., Smith, A.D.",1971,Yield and quality of forage from oats and barley infected with barley yellow dwarf virus,38,15,Martin,TRUE
2382,48,"Harper, A.M., Smith, A.D., Harper, F.R.",1969,,49,531-533,Ginns,TRUE
2383,260,"Harper, A.M., Huang, H.C., Kozub, G.C.",1988,Survival of Verticillium albo-atrum on Insect Bodies and in Insect Feces at Various Temperatures,81,1799-1802,Martin,TRUE
2384,323,"Harper, D.S., Patrick, Z.A.",1972,Bacterial spot of apricot in the Niagara Peninsula,39,32,Martin,TRUE
2385,315,"Harper, F.R.",1968,,52,565-568,Ginns,TRUE
2386,46,"Harper, F.R.",1981,Ergot in wheat: Relationship between incidence and loss in yield and grade of the harvested grain,3,114,Martin,TRUE
2387,53,"Harper, F.R., Piening, L.J.",1974,"Barley diseases in south and central Alberta in 1971: distribution, severity, and yield losses",54,1-5,Martin,TRUE
2388,53,"Harper, F.R., Piening, L.J.",1974,,54,1-5,Ginns,TRUE
2389,53,"Harper, F.R., Bergen, P.",1976,,56,48-52,Ginns,TRUE
2390,46,"Harper, F.R., Seaman, W.L.",1980,,2,222-226,Ginns,TRUE
2391,46,"Harper, F.R., Seaman, W.L.",1980,,2,227-231,Ginns,TRUE
2392,41,"Harries, H., Bärlocher, F.",1988,"Pseudospiropes sp., a fungal epiphyte on living stems of striped maple (Acer pensylvanicum)",66,1717-1722,Martin,TRUE
2393,286,"Harrington, F.A.",1990,"Sarcoscypha in North America (Pezizales, Sarcoscyphaceae)",38,417-458,Martin,TRUE
2394,49,"Harrington, J.B.",1930,,2,295-311,Conners,TRUE
2395,49,"Harrington, J.B.",1931,,5,200-207,Conners,TRUE
2396,49,"Harrington, J.B., Smith, W.K.",1929,,1,163-188,Conners,TRUE
2397,281,"Harrington, T.C., Cobb, F.W.",1986,Varieties of Verticicladiella wageneri,78,562-567,Martin,TRUE
2398,286,"Harrington, T.C., Cobb, F.W.",1987,"Leptographium wageneri var. pseudotsugae, var. nov.,  cause of black stain root disease on Douglas-fir",30,501-507,Martin,TRUE
2399,574,"Harrison, K.A.",1929,,,34-36,Conners,TRUE
2400,53,"Harrison, K.A.",1961,,41,175-178,Conners,TRUE
2401,53,"Harrison, K.A.",1961,,41,175-178,Ginns,TRUE
2402,53,"Harrison, K.A.",1962,,42,122-123,Ginns,TRUE
2403,53,"Harrison, K.A.",1965,,45,94-95,Ginns,TRUE
2404,276,"Harrison, K.A.",1973,,12,177-194,Ginns,TRUE
2405,53,"Harrison, K.A., Lockhart, C.L.",1963,,43,33-38,Ginns,TRUE
2406,53,"Harrison, L.M.",1988,Rapeseed/canola disease survey in the Peace River region in 1987,68,110,Martin,TRUE
2407,53,"Harrison, L.M.",1989,Canola disease survey in the Peace River region in 1988,69,59,Martin,TRUE
2408,53,"Harrison, L.M.",1990,Canola disease survey in the Peace River region in 1989,70,65,Martin,TRUE
2409,53,"Harrison, L.M.",1992,Canola diseases in the Peace River region in 1991,72,72,Martin,TRUE
2410,53,"Harrison, L.M., Loland, J.",1991,Canola disease survey in the Peace River region in 1990,71,100,Martin,TRUE
2411,265,"Hartman, K.M., Eisenback, J.D.",1991,"Amended Description of Pratylenchus macrostylus Wu, 1971 with SEM Observations",23,104-109,Martin,TRUE
2412,46,"Hartmann, H., Watson, A.K.",1980,,2,173-175,Ginns,TRUE
2413,46,"Hartmann, H., Sutton, J.C., Procter, R.",1983,"Effects of atmospheric water potentials, free water, and temperature on production and germination of sporangia in Peronospora parasitica",5,70-74,Martin,TRUE
2414,312,"Hartmann, H., Riggs, W.A., Hall, J.W.",1984,"Interactions between powdery mildew, Tilletiopsis washingtonensis and non-target organisms on cucumber",74,804,Martin,TRUE
2415,15,"Harwig, J., Scott, P.M., Stoltz, D.R., Blanchard, B.J.",1979,Toxins of Moulds from Decaying Tomato Fruit,38(2),267–274,Martin,TRUE
2416,15,"Harwig, J., Scott, P.M., Stoltz, D.R., Blanchard, B.J.",1979,Toxins of Moulds from Decaying Tomato Fruit,38,267-274,Martin,TRUE
2417,575,"Harwood, P.M.",1892,,87,,Conners,TRUE
2418,51,"Hastings, R.J.",1939,,17,39-44,Conners,TRUE
2419,50,"Hastings, R.J., Bosher, J.E.",1938,,16,225-229,Conners,TRUE
2420,50,"Hastings, R.J., Bosher, J.E.",1938,,16,230-233,Conners,TRUE
2421,49,"Hastings, R.J., Newton, W.",1934,,10,793-797,Conners,TRUE
2422,50,"Hastings, R.J., Newton, W.",1937,,15,168-174,Conners,TRUE
2423,50,"Hastings, R.J., Bosher, J.E., Newton, W.",1939,,17,144-146,Conners,TRUE
2424,350,"Hastings, R.J., Bosher, J.E., Newton, W.",1952,,32,304-310,Conners,TRUE
2425,315,"Hastings, R.J., Newton, W., Steiner, G.",1932,,16,112-113,Conners,TRUE
2426,315,"Hastings, R.J.",1935,Miscellaneous notes on some nematode diseases of plants in British Columbia,19,26-28,Martin,TRUE
2427,86,"Hawksworth, D.L.",1971,,126,,Ginns,TRUE
2428,365,"Hawksworth, D.L., Diederich, P.",1988,A synopsis of the genus Polycoccum (Dothideales) with a key to accepted species,90,293-312,Martin,TRUE
2429,41,"Hawn, E.J.",1958,,36,239-250,Conners,TRUE
2430,41,"Hawn, E.J.",1959,,37,1247-1249,Conners,TRUE
2431,41,"Hawn, E.J., Vanterpool, T.C.",1953,,31,699-710,Conners,TRUE
2432,53,"Hawn, E.J.",1961,,41,371,Ginns,TRUE
2433,53,"Hawn, E.J.",1961,Alfalfa diseases in central British Columbia in 1961,41,371,Martin,TRUE
2434,299,"Hawn, E.J.",1963,Transmission of bacterial wilt of alfalfa by Ditylenchus dipsaci (Kuhn),9,65-68,Martin,TRUE
2435,46,"Hawn, E.J., Berkenkamp, W.B., Lebeau, J.B.",1981,Evaluation of losses in alfalfa hay production caused by crown rot,3,103-105,Martin,TRUE
2436,576,"Heald, F.D.",1926,,,,Conners,TRUE
2437,312,"Hecquet, J.C., Dostaler, D.",1988,"Effects on the fungi Fusarium oxysporum radicis-lycopersici, Pyrenochaeta lycopersici and Glomus intraradices on yield and root infection of greenhouse tomato",78,1508,Martin,TRUE
2438,45,"Henderson, V.E., Katznelson, H.",1961,The effect of plant roots on the nematode population of the soil,7,163-167,Martin,TRUE
2439,41,"Hennebert, G.L., Groves, J.W.",1963,,41,341-370,Conners,TRUE
2440,41,"Hennebert, G.L.",1962,,40,1203-1216,Ginns,TRUE
2441,41,"Hennebert, G.L., Groves, J.W.",1963,,41,341-370,Ginns,TRUE
2442,281,"Hennen, J.F.",1967,,59,264-273,Ginns,TRUE
2443,281,"Hennen, J.F., Cummins, G.B.",1969,,61,340-356,Ginns,TRUE
2444,262,"Henningson, P.L., Gudmestad, N.C.",1991,Fatty acid analysis of phytopathogenic coryneform bacteria,137,427-440,Martin,TRUE
2445,317,"Hennon, P.E.",1990,Sporulation of Lirula macrospora and Symptom Development on Sitka Spruce in Southeast Alaska,74,316-319,Martin,TRUE
